,video_id,video_title,upload_date,view_count,like_count,comment_count
421,dtBUB5i2d9s,Snake and apple game in python pygame - 8. Convert python to exe | Python project tutorial,2020-11-07,12222,223,16
422,mTVf7BN7S8w,"Data augmentation to address overfitting | Deep Learning Tutorial 26 (Tensorflow, Keras  Python)",2020-11-01,108087,2103,125
423,VxNr9Vudp4Y,Shell Sort - Data Structures  Algorithms Tutorial Python #18,2020-10-31,35679,570,38
424,F7ox6R773OQ,Noise removal using AI: NVIDIA broadcast,2020-10-30,31247,560,91
425,oDAPkZ53zKk,"Convolution padding and stride | Deep Learning Tutorial 25 (Tensorflow2.0, Keras  Python)",2020-10-26,69569,1952,51
426,7HPwo4wnJeA,Image classification using CNN (CIFAR10 dataset) | Deep Learning Tutorial 24 (Tensorflow  Python),2020-10-24,397619,6484,298
427,nCNfu_zNhyI,Merge Sort - Data Structures  Algorithms Tutorial Python #17,2020-10-21,87782,1459,120
428,zfiSAzpy9NM,Simple explanation of convolutional neural network | Deep Learning Tutorial 23 (Tensorflow  Python),2020-10-14,753705,16939,661
429,ZajwOKbY3XU,How to ask technical questions in a right way?,2020-10-11,2043,138,46
430,aDpnaxPAmtU,"Applications of computer vision | Deep Learning Tutorial 22 (Tensorflow2.0, Keras  Python)",2020-10-08,73881,2362,62
431,cXBK_G5M1Ng,How to become industry ready when you are in college,2020-10-06,6597,455,70
432,4rjai6MHqQQ,Surprise announcement for you all (MUST watch),2020-10-04,6455,304,74
433,K0zTIF3rm9s,Insertion Sort - Data Structures  Algorithms Tutorial Python #16,2020-10-02,61216,969,77
434,JMipUHeREIw,Announcing Discord Server For Codebasics,2020-10-01,4142,230,53
435,JnlM4yLFNuo,Handling imbalanced dataset in machine learning | Deep Learning Tutorial 21 (Tensorflow2.0  Python),2020-09-24,147866,3272,200
436,lcI8ukTUEbo,"Dropout Regularization | Deep Learning Tutorial 20 (Tensorflow2.0, Keras  Python)",2020-09-23,68458,2173,71
437,87PzGnEzCNc,How to earn money by coding | Make money by programming,2020-09-22,152969,5264,264
438,5iSZ7mh_RAk,Quick Sort - Data Structures  Algorithms Tutorial Python #15,2020-09-20,86316,1443,105
439,ppmIOUIz4uI,Bubble Sort - Data Structures  Algorithms Tutorial Python #14,2020-09-18,68660,1564,83
440,GnZ9ppr_zaI,Binary Search - Data Structures  Algorithms Tutorial Python #13,2020-09-17,62068,1109,86
441,27u8xHqLMZE,Complete python roadmap | How to become an expert in python programming,2020-09-13,870380,30237,1035
442,2osIZ-dSPGE,"Precision, Recall, F1 score, True Positive|Deep Learning Tutorial 19 (Tensorflow2.0, Keras  Python)",2020-09-08,197960,4773,224
443,MSBY28IJ47U,"Customer churn prediction using ANN | Deep Learning Tutorial 18 (Tensorflow2.0, Keras  Python)",2020-09-07,143911,2814,185
444,OqGHe81tOxE,Data Analyst Career Guidance Live QA,2020-09-06,4843,238,21
